id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35807024,Spacious 1 bedroom apartment on commonwealth ave,90175388,Alekya,,Allston,42.3527,-71.12302,Entire home/apt,200,91,0,,,1,0,0,
35836205,Modern apartment near Boston airport,157002656,Allison,,East Boston,42.38586,-71.01381,Entire home/apt,149,2,103,2022-09-10,2.73,1,107,37,STR-409787
35914308,Cozy 3 bedroom apartment near bus.,72948248,Parul,,Brighton,42.36441,-71.17731,Entire home/apt,229,2,40,2022-09-04,1.09,5,226,21,
35915047,Copley House - 1 Bedroom Suite,85130,Copley,,Back Bay,42.34458,-71.08019,Entire home/apt,440,1,173,2022-08-30,5.30,5,163,53,Exempt: This listing is a hotel or motel
35915207,Studio with sofa bed in Back Bay,85130,Copley,,South End,42.34389,-71.07927,Private room,382,91,11,2020-11-16,0.28,5,349,0,Exempt: This listing is a hotel or motel
35916196,Budget Studio in Back Bay,85130,Copley,,Back Bay,42.34458,-71.08019,Private room,324,1,232,2022-08-20,6.77,5,330,38,Exempt: This listing is a hotel or motel
35940859,"Spacious, Modern, Comfy close to Boston and Beach",137810727,Lisa,,Dorchester,42.28204,-71.02531,Entire home/apt,236,2,162,2022-09-12,4.14,2,305,59,
35968526,2)MIT/BU/HrvdU/Freeparking/Priv bath&entrnce/Qnbed,18409308,Marlene,,Allston,42.36136,-71.12491,Private room,124,2,107,2022-09-09,2.85,3,60,45,STR402530
35971645,"1EC REMODELED Expansive Home, Off Street Parking",365269148,Alice,,Mattapan,42.26563,-71.09187,Entire home/apt,279,2,44,2022-08-31,1.13,2,80,21,
35988307,Downtown Loft Boston - Ideal for Work/Live,105698174,Konrad,,Downtown,42.34978,-71.05821,Entire home/apt,269,4,75,2022-09-09,1.97,1,50,39,STR-413649
36000657,"Beautiful, Clean Room close to Train and Downtown",2707695,Roman,,Dorchester,42.31471,-71.05136,Private room,89,29,27,2022-05-30,0.70,3,113,5,STR-408019
36002387,"The Inn at Longwood Medical, Two Queen Size Beds",266754484,Inn At Longwood Medical,,Longwood Medical Area,42.33746,-71.1073,Private room,229,1,0,,,2,365,0,Exempt: This listing is a hotel or motel
36002511,"The Inn at Longwood Medical, One King Size Bed",266754484,Inn At Longwood Medical,,Longwood Medical Area,42.33932,-71.10587,Private room,209,1,1,2020-02-18,0.03,2,365,0,Exempt: This listing is a hotel or motel
36026746,Brookline/BC/Boston BEST Location by far. C/Dline,49587793,Amanda,,Brighton,42.33618,-71.14563,Private room,90,91,22,2019-12-09,0.56,1,89,0,
36036045,Modern Efficiency Studio Awaits Your Stay!,244600805,Bay Village,,South End,42.34753,-71.07052,Private room,106,2,49,2022-08-16,1.28,20,163,11,Lb-101723
36036348,Darling Efficiency Studio Awaits!,244600805,Bay Village,,South End,42.34762,-71.07062,Private room,85,2,22,2022-07-31,0.57,20,176,5,LB-101773
36036969,Gem Studio With Flexible Cancellations!,244600805,Bay Village,,South End,42.34773,-71.06854,Private room,85,3,31,2022-08-19,0.83,20,180,15,Lb-101772
36037475,Great Value For Your Boston Stay,244600805,Bay Village,,Bay Village,42.34789,-71.07084,Private room,150,3,50,2022-08-23,1.31,20,187,14,Lb-101772
36037605,Looking Forward To Hosting You Soon In Our Modern Studio 143-13,244600805,Bay Village,,Bay Village,42.34894,-71.06906,Entire home/apt,154,2,92,2022-08-06,2.35,20,89,25,LB-101773
36060921,Fort Hill Top - 2Fr/ Private bedroom bay window,8513158,Kevin,,Roxbury,42.3269,-71.09495,Private room,55,45,3,2021-08-08,0.08,4,13,0,STR-383293
36106804,"NEW! Boston Condo Near MBTA, 3 Mi to Fenway! (U2)",41266357,Frank,,Roxbury,42.32073,-71.07485,Entire home/apt,183,3,96,2022-09-14,2.92,3,144,48,STR-414833
36108417,Essex Suite in S. Boston Historic Home,270846829,John And Kay,,South Boston,42.33528,-71.0434,Private room,200,2,59,2022-09-11,1.53,3,79,35,STR-416649
36113606,3)Harvrd-MIT-BU/Parkfree/Priv entrnce&bath/Queenbd,18409308,Marlene,,Allston,42.3607,-71.12675,Private room,129,2,124,2022-09-10,3.32,3,62,58,STR-402530
36114933,1)BUHarvardMIT/Prkfree/Queenbd/Priv entrance &bath,18409308,Marlene,,Allston,42.36079,-71.12684,Private room,130,2,137,2022-09-12,3.65,3,75,66,STR402530
36145390,Stunning Top Floor Suite w/ Parking + a Deck!,80799606,Toni,,Dorchester,42.31096,-71.06337,Entire home/apt,171,5,18,2022-08-30,0.47,1,182,11,STR-455874
36179054,"Sunny, upper floor facing the State House!",26988,Anne,,Downtown,42.35882,-71.06132,Entire home/apt,110,32,11,2022-09-01,0.39,9,84,6,
36197065,Historic Richardson's Row In Harvard Square,6499961,Brian,,Allston,42.37447,-71.11327,Entire home/apt,1150,5,9,2022-08-08,0.24,2,279,3,C0193730491
36237250,"Staypineapple Boston, Back Bay King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,116,1,555,2022-09-12,16.21,2,238,91,Exempt: This listing is a hotel or motel
36263543,walking into summer,260306464,Tim,,Fenway,42.34504,-71.09446,Private room,95,91,0,,,1,0,0,
36269353,"The Godfrey Hotel Boston, King",266560394,The Godfrey Hotel,,Downtown,42.35561,-71.0627,Private room,498,1,99,2022-08-13,3.08,2,274,31,Exempt: This listing is a hotel or motel
36269751,"The Godfrey Hotel Boston, Double Queen",266560394,The Godfrey Hotel,,Downtown,42.35445,-71.06176,Private room,563,1,6,2022-08-09,0.21,2,275,1,Exempt: This listing is a hotel or motel
36282491,"Staypineapple Boston, South End Corner King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,132,1,23,2022-08-21,0.68,2,240,6,Exempt: This listing is a hotel or motel
36291586,Luxury Back Bay studio on Prestigious Marlborough,155595193,Michelle,,Back Bay,42.35,-71.08718,Entire home/apt,160,29,0,,,9,343,0,
36321848,Beautiful brownstone in South End,247641760,Enia,,Roxbury,42.33447,-71.0842,Entire home/apt,80,91,2,2022-05-20,0.06,12,14,1,
36345287,🌟East Watertown 2BR /1 BA/Office Room Close BOS 🌟,14648621,B&Y,,Brighton,42.36564,-71.16456,Entire home/apt,168,7,25,2022-07-30,0.65,2,17,4,
36370563,"Charlestown houseboat, walk to Boston attractions",3029783,Deborah,,Charlestown,42.37482,-71.05098,Entire home/apt,285,2,23,2022-07-29,0.60,5,329,4,STR-416892
36458217,Private studio close to Boston and Harvard square,269815481,Qing,,Brighton,42.37506,-71.15762,Entire home/apt,132,1,188,2022-08-30,4.86,1,321,78,
36527382,"Cozy, sun-lit room a block from the green line!",22800940,Andrea,,Brighton,42.3411,-71.14744,Private room,42,91,1,2019-08-31,0.03,1,0,0,
36528015,Explore Rozzi in cozy in-law suite,63575,Kate,,Roslindale,42.27852,-71.13872,Entire home/apt,132,2,82,2022-09-11,2.14,1,51,24,STR-439622
36529493,Dada’s sweet home in Brookline,112783203,Amanda,,Brighton,42.33738,-71.15112,Private room,95,91,1,2019-07-28,0.03,1,0,0,
36551230,Boston Rooftop Retreat,2964887,Chandra,,Roxbury,42.32899,-71.09594,Entire home/apt,240,2,161,2022-09-05,4.35,1,140,67,STR-391268
36558814,"The Whitney Boston, Classic Double Queen",270304636,The  Whitney Hotel,,West End,42.36146,-71.07193,Private room,832,1,0,,,1,357,0,Exempt: This listing is a hotel or motel
36565227,South Boston Penthouse with Private Roof Deck,1849529,Christina,,South Boston,42.33184,-71.05062,Entire home/apt,86,29,1,2019-11-17,0.03,1,73,0,STR-416312
36587216,Private Master Suite & Large Livingroom in Boston,10197317,Shannon,,South Boston,42.33487,-71.04956,Private room,250,1,0,,,3,334,0,STR-383155
36621155,"Room in Boston Brownstone, 10min walk to Fenway",266312920,STARS Of,,Fenway,42.34548,-71.10788,Private room,79,2,6,2022-08-21,0.21,52,213,4,
36621320,"Private room, 10min walk to Fenway/Kenmore",266312920,STARS Of,,Fenway,42.34548,-71.10788,Private room,79,2,4,2022-07-08,0.13,52,171,2,
36621323,"Great 1 bed close to Longwd Med, Fenway, parkng",266312920,STARS Of,,Jamaica Plain,42.32601,-71.12492,Entire home/apt,124,2,4,2022-07-29,0.13,52,221,2,
36621324,Sunny and Spacious Furnished Brighton Studio,266312920,STARS Of,,Brighton,42.34152,-71.15477,Entire home/apt,125,29,4,2022-08-27,0.12,52,263,3,C0229030351
36621328,"Studio in Coolidge corner, steps to transit",266312920,STARS Of,,Longwood Medical Area,42.34215,-71.11509,Entire home/apt,106,60,1,2021-12-31,0.12,52,317,1,
36621737,"Beautiful,2 BR,close to Fenway,public T, parkng",266312920,STARS Of,,Mission Hill,42.331566,-71.118912,Entire home/apt,208,2,20,2022-08-01,0.60,52,245,7,
36621741,Great 1 bedrm apt in a great location,266312920,STARS Of,,Brighton,42.33983,-71.14692,Entire home/apt,125,60,1,2020-12-13,0.05,52,287,0,
36621742,"Sunny, Renovated, Furnished 1-Bed",266312920,STARS Of,,Brighton,42.34024,-71.14564,Private room,132,180,0,,,52,274,0,
36621743,"Renovated,steps to T,Longwood Med",266312920,STARS Of,,Mission Hill,42.33316,-71.11873,Entire home/apt,200,2,4,2022-08-11,0.26,52,222,3,
36621744,Top-Floor Furnished Apartment with Natural Light,266312920,STARS Of,,Brighton,42.33823,-71.13207,Entire home/apt,129,28,0,,,52,263,0,
36621745,"Top Floor, Cozy Bright Furnished One Bedroom",266312920,STARS Of,,Longwood Medical Area,42.33756,-71.11267,Entire home/apt,128,30,28,2022-09-11,0.99,52,153,15,
36622141,"Close to Longwood Medical, public transit, sunny",266312920,STARS Of,,Longwood Medical Area,42.33682,-71.11292,Entire home/apt,221,2,21,2022-09-10,0.61,52,208,12,
36622142,"Beautiful, renovated, spacious, close to transit",266312920,STARS Of,,Brighton,42.33642,-71.14683,Entire home/apt,117,28,2,2021-11-19,0.06,52,251,1,
36622150,"Modern townhome,Boston vacation,2 bath,pkg,deck",266312920,STARS Of,,Mission Hill,42.33332,-71.119,Entire home/apt,303,2,5,2022-04-06,0.16,52,202,1,
36622156,"Huge, Sunny Furnished First-Floor Apartment",266312920,STARS Of,,Brighton,42.33823,-71.13207,Entire home/apt,389,28,1,2021-12-13,0.11,52,319,1,
36622810,Boston Harbor 2 bedroom/2 bath with free parking,65820663,Elly,,Charlestown,42.3765,-71.05067,Entire home/apt,324,3,174,2022-08-29,4.70,1,314,62,STR-400340
36636807,"Clean,beautiful room in Brighton -AC and parking .",251933716,Merve,,Brighton,42.35723,-71.16381,Private room,79,91,3,2019-08-07,0.08,2,0,0,
36664626,Luxury Amenities - Close to Convention Center,154342968,Sarah,,South Boston Waterfront,42.35031,-71.04704,Entire home/apt,299,91,2,2019-08-27,0.05,1,0,0,
36687285,Private condo great for work trips,463127,Janice,,South End,42.33735,-71.07565,Entire home/apt,200,91,3,2019-08-14,0.08,1,0,0,
36699059,"Enchanting1bed-9min drive toAirport,walk to train",24061028,Olanrewaju,,Charlestown,42.37285,-71.09769,Entire home/apt,85,30,40,2020-12-14,1.05,1,90,0,ROC-12582184-003
36720154,1private bedroom close to all Boston attractions#4,247641760,Enia,,Roxbury,42.33702,-71.08246,Private room,69,91,1,2022-05-26,0.27,12,14,1,
36733785,Master bedroom w/ private bath - close to airport,15943555,Monya,,East Boston,42.38002,-71.04008,Private room,120,1,1,2019-08-11,0.03,4,0,0,STR-387383
36766020,Bright room in an amazing location.AC and parking,251933716,Merve,,Brighton,42.35562,-71.16375,Private room,79,91,2,2019-08-11,0.05,2,0,0,
36766327,Cozy 2-bdrm. condo 15 mins. to downtown Boston,44686100,Vidal,,East Boston,42.36775,-71.03712,Entire home/apt,158,2,157,2022-09-13,4.08,1,180,60,STR-401163
36769756,4BR 2BA Bright Spacious Home in Cambridge,250597522,Cynthia,,Allston,42.39188,-71.13099,Entire home/apt,428,1,89,2022-09-11,2.70,1,218,56,STR-59484
36829501,Back Bay -Berklee & Longwood Hospitals,38997,Michelle,,Fenway,42.34591,-71.09201,Entire home/apt,135,29,0,,,11,288,0,
36833918,Entire Modern 3 Bedroom Apt,276843662,Dynell,,Dorchester,42.30072,-71.08262,Entire home/apt,195,2,9,2022-02-21,0.81,1,0,9,STR-450960
36867730,Great location: Harvard Square Delight!,92925188,Genie,,Allston,42.37347,-71.11267,Entire home/apt,100,90,8,2021-08-22,0.22,1,257,0,
36883574,Winter Hill: Spacious Room in Cozy Apartment. (1F),277232338,Jonathan,,Charlestown,42.39137,-71.09717,Private room,94,1,164,2022-08-31,4.40,1,53,93,
36884086,Kirkland Village Graduate Student Housing,25654103,Tom,,Allston,42.377407,-71.102997,Private room,63,91,4,2022-09-11,0.39,14,277,4,
36911216,2bd/1ba Condo with 2 KING Size Beds in Allston,46297394,Jason,,Allston,42.35162,-71.1285,Entire home/apt,240,1,54,2022-08-28,1.43,1,37,21,STR-395401
36918004,1private bedroom/1single bed in South End Boston#3,247641760,Enia,,Roxbury,42.33734,-71.08314,Private room,47,91,1,2019-11-04,0.03,12,15,0,
36920373,1private beautiful bedroom in Boston #1,247641760,Enia,,Roxbury,42.33519,-71.08266,Private room,56,91,0,,,12,14,0,
36935753,Visiting Scholars and Graduate Student Housing,25654103,Tom,,Allston,42.377407,-71.102997,Private room,63,91,2,2022-07-31,0.07,14,284,1,
36977405,A Lovely Private Victorian Studio - Super Clean,29218948,Aaron & Catherine,,Dorchester,42.31583,-71.06822,Private room,126,1,102,2022-09-04,2.66,3,152,37,STR-445535
36983815,Large Private Bedroom near Harvard and MIT,25654103,Tom,,Allston,42.377407,-71.102997,Private room,75,30,3,2022-09-03,0.38,14,272,3,
37021350,Elegant & Clean Room close to Subway and Downtown,2707695,Roman,,Dorchester,42.3138,-71.05331,Private room,77,29,17,2022-09-04,0.45,3,81,2,STR-408019
37068313,"S. Boston 1BR w/ Gym, W/D, Doorman nr the T",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,200,32,2,2022-02-05,0.14,477,347,1,
37092569,"Cute, quiet 2br house near South End",266009,Joanie,,Roxbury,42.32469,-71.08392,Entire home/apt,89,21,23,2022-04-08,0.61,1,0,3,STR-463246
37122724,Spacious suite with private bath/Boston line,279234370,Marjorie,,West Roxbury,42.25128,-71.15784,Private room,65,14,11,2022-07-31,0.29,1,198,3,
37142306,Spacious Harvard Sq 2BR w/ W/D nr Redline,107434423,Blueground,,Allston,42.37025,-71.10849,Entire home/apt,240,32,0,,,477,276,0,""
37145151,Luxury East Boston Condo,63009899,Joseph,,East Boston,42.36843,-71.03664,Entire home/apt,200,5,10,2019-08-27,0.27,1,76,0,STR-463272
37152036,Sonder The Hancock | Superior One-Bedroom Apartment,224829568,Sonder (Boston),,Beacon Hill,42.35867,-71.0651,Entire home/apt,445,2,57,2022-08-22,1.53,24,345,33,STR-918313
37158199,Quaint studio Apt close to CBD & Universities,198512899,Matt,,Charlestown,42.38506,-71.08093,Entire home/apt,116,2,120,2022-08-20,3.17,3,5,46,
37253472,Sonder The Hancock | Studio Apartment,224829568,Sonder (Boston),,Beacon Hill,42.36075,-71.06364,Entire home/apt,296,2,104,2022-08-30,3.10,24,323,48,STR-918313
37296051,Back Bay 1 BR with skyline views from EVERY WINDOW,280778187,Danielle,,Back Bay,42.34322,-71.084,Entire home/apt,150,91,5,2019-09-29,0.13,1,0,0,
37310884,"Beacon Hill 1BR w/ Gym, Doorman, Dog Park",107434423,Blueground,,West End,42.364968,-71.06887,Entire home/apt,350,32,0,,,477,75,0,
37364705,"Comfy , convenient, cozy house",66060008,Luan,,Brighton,42.36504,-71.16251,Private room,100,91,30,2020-03-09,0.80,1,365,0,
37367776,"Middlemarch Rm, Historic S.Boston Home",270846829,John And Kay,,South Boston,42.33692,-71.04489,Private room,150,2,57,2022-09-03,1.55,3,134,36,STR-416649
37386681,Brigham Circle 1-Bedroom Apt on T Subway Station,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,196,3,45,2022-09-04,1.22,4,31,17,STR-489650
37461678,Private basement guest room in a cozy home,82861960,Lelia,,Roslindale,42.27507,-71.13524,Private room,50,29,56,2022-05-31,1.48,1,143,2,STR446549
37497746,☆ A Dazzling Gem - Private Balcony - Near Boston ☆,69424716,Pedro,,East Boston,42.40414,-71.04213,Private room,44,3,89,2022-08-28,2.37,3,86,34,
37583345,401 W 1st St Unit 403 - OMICRON,41414501,Robert,,South Boston Waterfront,42.33817,-71.04462,Entire home/apt,155,91,1,2019-09-14,0.03,1,0,0,
37589402,"Queen Casper Bed, Private Bath Walk to the Airport",8958031,Simon,,East Boston,42.36583,-71.03089,Private room,60,29,10,2020-03-06,0.27,2,0,0,STR-408998
37617900,☆ A Luminous Gem - Free Parking - Near Boston ☆,69424716,Pedro,,Charlestown,42.40779,-71.05432,Private room,48,3,80,2022-08-31,2.13,3,129,39,
37630538,"Charming Back Bay, Beacon St. Apt. w/ Private Roof",40508782,Rebecca,,Back Bay,42.35462,-71.07637,Entire home/apt,300,3,79,2022-09-10,2.12,1,115,29,STR-414144
37655502,Marathon Luxury 2-bed 2.5 bath/1.8m to Finish line,284535883,John,,South Boston,42.33554,-71.05174,Entire home/apt,400,1,0,,,1,0,0,STR-418922
37696869,"Harvard Sq 1BR w/ Balcony, nr Shops & Campus",107434423,Blueground,,Allston,42.37025,-71.10849,Entire home/apt,294,32,1,2020-11-01,0.04,477,105,0,""
37709158,Well-Situated S. End Studio w/ W/D nr T Stops,107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,187,32,1,2019-10-31,0.03,477,139,0,
37709576,"North End- Newly Renovated, Prof. Clean, 1bd Apt",697401,Nick,,North End,42.36575,-71.05544,Entire home/apt,125,35,11,2022-09-02,0.33,3,163,4,
37718326,LUXURY CONDO BEST LOCATION IN BOSTON,275833371,Karl,,Downtown,42.35473,-71.0622,Entire home/apt,300,91,0,,,2,365,0,
37748817,Large room 5 mins walk to green T 10 mins to BC,200455160,Mo,,Brighton,42.34274,-71.15441,Private room,90,91,0,,,5,0,0,
37749165,LUxury condo in downtown Boston best location,275833371,Karl,,Downtown,42.35535,-71.06257,Entire home/apt,300,91,0,,,2,358,0,
37768013,Casa de Benny,12982278,Benny,,Roxbury,42.32523,-71.08734,Private room,75,29,27,2022-09-03,0.72,1,61,3,STR-414006
37811813,☆ A Blissful Beauty - Free Parking - Near Boston ☆,69424716,Pedro,,East Boston,42.40386,-71.04446,Private room,44,3,124,2022-08-31,3.30,3,99,44,
37823144,Boston Studio Near Downtown,233411332,Brittany,,Jamaica Plain,42.31665,-71.0999,Entire home/apt,174,1,64,2022-09-11,1.81,2,338,43,STR-414141
37834744,Million Dollar South Boston 1 bed,16865734,Kyle (And Cathy),,South Boston Waterfront,42.34387,-71.05602,Entire home/apt,211,91,0,,,1,0,0,
37912471,"Ideal for Families 2,500 sq ft Charlestown Home",27180387,Jen,,Charlestown,42.37845,-71.0635,Entire home/apt,900,91,0,,,1,0,0,STR-407363
37927528,Pvt. Bedroom | Co-Live by Thatch™ | 139 #1A,814298,Thatch,,Roxbury,42.32286,-71.08944,Private room,56,30,1,2020-04-25,0.03,113,163,0,
37928099,Pvt. Bedroom | Co-Live by Thatch™ | 139 #1D,814298,Thatch,,Roxbury,42.32268,-71.08758,Private room,56,30,0,,,113,163,0,
37931659,"Quiet, private 1BR garden apt near Harvard/MIT",37435930,Danny,,Allston,42.3656,-71.10883,Entire home/apt,251,2,123,2022-09-12,3.42,1,297,69,STR-54175
37956637,Newly Constructed 1 Bed w/ Free Parking & Gym,43450256,Steve,,East Boston,42.39475,-71.02925,Entire home/apt,200,30,6,2021-10-10,0.18,25,223,1,
38018931,Sonder The Hancock | One-Bedroom Apartment,224829568,Sonder (Boston),,Beacon Hill,42.36069,-71.06323,Entire home/apt,342,2,51,2022-08-16,1.42,24,338,15,STR-446104
38057036,"Home@Harvard: 3BR/1BA; gourmet kitchen, deck & pkg",6499961,Brian,,Allston,42.37478,-71.10936,Entire home/apt,299,29,3,2022-07-31,0.22,2,106,1,C0269770491
38106963,Evon | Back Bay Convention CTR | Beautiful 1BR S1,212359760,Evonify,,Back Bay,42.34409,-71.08295,Entire home/apt,564,29,10,2020-03-15,0.28,57,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38127199,"Queen Anne Suite, S. Boston Victorian",270846829,John And Kay,,South Boston,42.33631,-71.04293,Private room,175,2,48,2022-09-05,1.30,3,150,35,STR-416649
38127491,Bright and Cozy Boston Studio near Subway209,18110188,Cindy,,Allston,42.35223,-71.12579,Entire home/apt,75,29,55,2020-12-14,1.50,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38127591,Bright and Cozy Boston Studio near Subway201,18110188,Cindy,,Allston,42.35237,-71.12391,Entire home/apt,75,29,52,2021-08-31,1.42,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38128077,Chic & Comfort Boston Studio near Subway507,18110188,Cindy,,Allston,42.35234,-71.12372,Entire home/apt,133,29,61,2021-06-25,1.67,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38128388,Chic & Comfort Boston Studio near Subway511,18110188,Cindy,,Allston,42.35246,-71.12543,Entire home/apt,152,29,77,2021-01-27,2.13,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38128807,Chic & Comfort Boston Studio near Subway616,18110188,Cindy,,Allston,42.35075,-71.12585,Entire home/apt,152,29,51,2021-05-21,1.40,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38129448,Private & convenient studio right next to T 518,18110188,Cindy,,Allston,42.35265,-71.12376,Entire home/apt,152,29,38,2021-04-12,1.04,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38129565,-Private & convenient studio right next to T515,18110188,Cindy,,Allston,42.35248,-71.12414,Entire home/apt,64,29,26,2021-07-31,0.72,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38130228,Chic & Comfort Boston Studio near Subway502,18110188,Cindy,,Allston,42.35088,-71.12554,Entire home/apt,152,29,39,2021-08-31,1.07,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38130377,Bright and Cozy Boston Studio near Subway610,18110188,Cindy,,Allston,42.35214,-71.12564,Entire home/apt,152,29,49,2020-11-13,1.35,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38130459,"Gorgeous space in vibrant area, right next to t403",18110188,Cindy,,Allston,42.35186,-71.12367,Entire home/apt,152,29,39,2021-04-28,1.07,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38130674,"-Gorgeous space in vibrant area, steps to the t316",18110188,Cindy,,Allston,42.35215,-71.12577,Entire home/apt,152,29,37,2021-08-31,1.01,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38131730,"Gorgeous space in vibrant area, steps to the t617",18110188,Cindy,,Allston,42.35255,-71.12435,Entire home/apt,147,29,46,2021-06-06,1.26,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38131851,"Gorgeous space in vibrant area, steps to the t517",18110188,Cindy,,Allston,42.3527,-71.12382,Entire home/apt,147,29,52,2020-12-22,1.42,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38132369,2.33L Chocolate Sunshine,197583948,Sada,,Roxbury,42.32016,-71.08191,Shared room,27,91,2,2019-09-29,0.05,1,0,0,
38134488,Studio Room on Brigham Circle T Subway Station,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,175,3,143,2022-09-12,3.96,4,44,65,STR-489650
38168575,Evon | Back Bay Convention CTR | Cozy Studio S9,212359760,Evonify,,Back Bay,42.34373,-71.08324,Entire home/apt,566,29,18,2020-03-23,0.49,57,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38178173,Connected S. End Studio w/ W/D nr T Stops,107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,155,32,1,2020-06-28,0.04,477,241,0,
38179248,-Chic & Comfort Boston Studio near Subway510,18110188,Cindy,,Allston,42.35225,-71.1241,Entire home/apt,102,29,38,2021-08-16,1.04,20,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38207911,"Clean, organized and spacious room  near MBTA.",48020499,Jose,,East Boston,42.39333,-71.02749,Private room,65,91,2,2020-10-28,0.06,1,256,0,
38215747,109S15 · The Strathmore 15 w/AC | Queen Bed w/HdTV | One block to Greenline and short walk to Boston College!,71783,Lance,,Brighton,42.33931,-71.15122,Entire home/apt,108,30,4,2021-08-31,0.13,29,235,0,
38274887,"Back Bay 1BR w/ City View, A/C, nr Charles River",107434423,Blueground,,Back Bay,42.35039,-71.09028,Entire home/apt,246,32,0,,,477,195,0,
38279103,1-1 ★ALLSTON★ 3 Mins to Green Line T -,290984032,Turana,,Allston,42.34967,-71.13482,Private room,99,29,2,2020-03-28,0.06,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38285740,Beautiful South End Unit,291036089,John,,South End,42.33786,-71.06915,Entire home/apt,699,91,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38301053,#B203 private AC full size bed 全楼禁烟Boston,105851798,Anne,,Dorchester,42.30781355273528,-71.06530090308186,Private room,54,30,4,2021-10-07,0.12,6,133,1,
38311023,#B202 Private Room Near Umass Boston,112905339,Weihai,,Dorchester,42.30977,-71.06435,Private room,55,29,5,2022-08-13,0.39,10,261,4,
38352489,Garden Level Oasis (with parking) in The South End,8595979,Jonathan,,South End,42.34101,-71.08103,Entire home/apt,250,365,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38358559,J&K's BnB .... Private studio Airbnb with parking,567051,John & Nok,,Harbor Islands,42.35876,-70.96985,Entire home/apt,205,1,321,2022-09-12,8.97,1,39,135,
38360195,Basement Apartment in prime location near Boston,245577808,Jennifer,,Charlestown,42.40647,-71.05861,Entire home/apt,150,1,101,2022-09-11,2.75,1,294,73,
38377602,Natural Woods Luxury Condo- Boston updated 6.25.22,392970,Holly,,Roxbury,42.32295,-71.09084,Entire home/apt,422,2,23,2022-08-14,1.25,1,171,17,STR-439002
38382899,Lovely place in Jamaica Plain,292283551,Vitanur,,Jamaica Plain,42.32187,-71.10862,Entire home/apt,200,29,3,2020-02-23,0.09,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38384895,"Lovely place in Jamaica Plain, Room #1",292283551,Vitanur,,Jamaica Plain,42.32189,-71.10955,Private room,50,29,21,2020-03-08,0.57,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385157,"Lovely place in Jamaica Plain, Room #3",292283551,Vitanur,,Jamaica Plain,42.32194,-71.10799,Private room,50,29,8,2020-03-03,0.22,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385300,"Lovely place in Jamaica Plain, Room #4",292283551,Vitanur,,Jamaica Plain,42.32316,-71.1081,Private room,50,29,18,2020-04-11,0.49,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385513,"Lovely place in Jamaica Plain, Room #5",292283551,Vitanur,,Jamaica Plain,42.32366,-71.10858,Private room,50,29,15,2020-04-02,0.41,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38388360,Large room 5 mins to greenT 10 mins to BC,200455160,Mo,,Brighton,42.34237,-71.15418,Private room,90,91,0,,,5,0,0,
38391365,1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.35106,-71.13502,Private room,99,29,5,2020-04-15,0.15,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38391507,1-3 ★ALLSTON★ 3 Mins to Green Line T - Cozy Room,290984032,Turana,,Allston,42.35072,-71.13462,Private room,99,29,3,2020-02-29,0.09,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
